pandas_id,ID,IMG,TROOP,STATION,DATE,location_original,street_number,street_name,cross_street,relation,distance_offset,cdp,landmark,village,borough,township,town,county,VEHICLES STOPPED,FAULTY EQUIPMENT,W/O DRIVERS LICENSE,W/O REG CARD,TRAFFIC VIOLATION,WARNING NOTICES,verbal warnings (where noted),CITATIONS,NOTES,std_address
259,260,,L,Schuylkill Haven,2/19/2011,SR 0183 @ Cressona Borough Hall Cressona Borough Schuylkill County,,SR 183,,,,,Cressona Borough Hall,,,Cressona Borough,,Schuykill ,100.0,0,0,0,0,25.0,,4,,"sr 183, schuykill county, Pennsylvania"
260,261,,L,Schuylkill Haven,3/22/2011,SR 0443@ Entrance to Blue Mountain High School N Manhein Twp,,SR 443,,,,,Blue Mountain High School,,,North Manheim ,,,120.0,0,0,0,0,14.0,,2,,"sr 443, north manheim township, Pennsylvania"
261,262,3144.0,L,Schuylkill Haven,5/16/2011,SR 0901 approx 1/2 mile north of SR 183,,SR 901,SR 183,north,0.5,,,,,,,,225.0,0,0,0,0,4.0,,4,,"sr 901 and sr 183, Pennsylvania"
263,264,3146.0,L,Schuylkill Haven,10/25/2011,"SR 443 @ Front St, Wayne Twp Schuylkill County",,SR 443,Front Street,,,,,,,Wayne ,,Schuykill ,86.0,0,0,0,0,2.0,,0,2 seatbelt warnings,"sr 443 and front street, schuykill county, Pennsylvania"
264,265,3147.0,L,Schuylkill Haven,11/4/2011,"SR 443 @ Front Street, Village of Friedensburg, Wayne Twp",,SR 443,Front Street,,,,, Friedensburg,,Wayne ,,,215.0,0,0,0,0,12.0,,3,,"sr 443 and front street, wayne township, Pennsylvania"
266,267,3149.0,L,Schuylkill Haven,2/20/2012,"SR 443 at Blue Mountain High School, north Manheim Twp",,SR 443,Renningers Road,,,,Blue Mountain High School,,Schuykill Haven,North Manheim ,,,80.0,2,3,1,0,6.0,,3,,"sr 443 and renningers road, schuykill haven borough, north manheim township, Pennsylvania"
267,268,,L,Schuylkill Haven,3/19/2012,SR895 at the entrance to the Schuykill County Fairgrounds,2270,Fair Road,,,,,Schuykill County Fairgrounds,,,,,,40.0,0,3,8,0,5.0,,0,,"2270 fair road, Pennsylvania"
268,269,3151.0,L,Schuylkill Haven,4/12/2012,"SR 443 at the Friedensburg Fire Department, Wayne Twp",,SR 443,,,,Friedensburg,Friedensburg Fire Department,,,wayne ,,Schuykill ,70.0,2,1,4,0,20.0,,1,"warnings were issued for seatbelt violations (14), equipment violations (2), and unsigned registration cards (4)","sr 443, schuykill county, Pennsylvania"
269,270,3153.0,L,Schuylkill Haven,5/21/2012,"SR 443 at the Friedensburg Fire Department, Wayne Twp",,SR 443,,,,Friedensburg,Friedensburg Fire Department,,,wayne ,,Schuykill ,55.0,5,1,0,0,14.0,,0,"Warnings were issued for seatbelt violations (7), expired inspection violations (5), failing to carry a DL (1), and failing to carry a valid insurance card (1)","sr 443, schuykill county, Pennsylvania"
271,272,3155.0,L,Schuylkill Haven,7/30/2012,"SR895 at the South Manheim Twp Building, South Manheim Twp",3089,Fair Road,,,,,South Manheim Township Building,,Auburn,South Manheim ,,,60.0,3,2,1,0,9.0,,1,"Warnings were issued for seatbelt violations (2), expired inspection violations (1), failing to carry a DL (2), illegal window tint (1), and failing to carry a valid insurance card (3)","3089 fair road, auburn borough, south manheim township, Pennsylvania"
272,273,3156.0,L,Schuylkill Haven,8/31/2012,"SR895 at the Schuylkill County Fairgrounds, Wayne Twp",2270,Fair Road,,,,,Schuykill County Fairgrounds,,,Wayne ,,,35.0,3,3,5,1,12.0,,3,,"2270 fair road, wayne township, Pennsylvania"
273,274,3157.0,L,Schuylkill Haven,9/14/2012,"SR 443 at the Blue Mountain High School, north Manheim Twp",,SR 443,Renningers Road,,,,Blue Mountain High School,,Schuykill Haven,North Manheim ,,,45.0,2,3,3,1,10.0,,4,,"sr 443 and renningers road, schuykill haven borough, north manheim township, Pennsylvania"
274,275,3159.0,L,Schuylkill Haven,10/12/2012,"SR895 at the Schuylkill County Fairgrounds, Wayne Twp",2270,Fair Road,,,,,Schuykill County Fairgrounds,,,Wayne ,,,22.0,1,1,0,5,7.0,,1,,"2270 fair road, wayne township, Pennsylvania"
275,276,,L,Schuylkill Haven,11/23/2012,"SR443 at Friedensburg Fire Co., Wayne Twp, Schuylkill Co",,SR 443,Pine Street,,,Friedensburg,Friedensburg Fire Company,,,Wayne ,,Schuykill ,68.0,0,0,0,0,41.0,,0,,"sr 443 and pine street, schuykill county, Pennsylvania"
276,277,,K,Media 4120,1/10/2011,"Cheyney Road @ of Springlawn Road, Concord Twp",,Cheyney Road,Springlawn Road,,,,,,,Concord ,,,206.0,0,0,0,1,205.0,,2,,"cheyney road and springlawn road, concord township, Pennsylvania"
277,278,3166.0,K,Media 4120,2/18/2011,"Valleybrook Road and Smithbridge Road, Chester Heights Borough, Delaware County",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,137.0,2,1,2,1,166.0,,0,"137 vehicles checked and issued a Click it or Ticket warning. In addition to the 5 above listed warnings and additional 24 verbal warnings for various cehicle code infractions were noted, ie, insurance cards, expired inspection, seatbelts, window tint, unsigned registration cards, window obstructions, etc","valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
278,279,3167.0,K,Media 4120,3/5/2011,"SR 1 (Media Bypass) @ Baltimore Pike, Middletown Twp",,SR 1,Baltimore Pike,,,,,,,Middletown ,,,139.0,0,0,0,0,139.0,,0,"each operator was issued a ""Click-it or Ticket"" form before being directed to exit the checkpoint","sr 1 and baltimore pike, middletown township, Pennsylvania"
279,280,,K,Media 4120,4/9/2011,"Valleybrook Road 200"" north of Smithbridge Road, Chester Heights, Delaware County",,Valleybrook Road,Smithbridge Road,north,0.1,,,,,,,,91.0,0,0,0,0,91.0,,0,,"valleybrook road and smithbridge road, Pennsylvania"
280,281,,K,Media 4120,4/23/2011,"Cheyney Road @ of Springlawn Road, Concord Twp, Delaware County, PA",,Cheyney Road,Springlawn Road,,,,,,,concord ,,Delaware ,110.0,0,2,0,0,110.0,,0,,"cheyney road and springlawn road, delaware county, Pennsylvania"
281,282,3171.0,K,Media 4120,5/21/2011,"Valleybrook Road and Smithbridge Road, Chester Heights Borough, Delaware County",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,89.0,0,1,1,0,89.0,,0,"Eighty nine vehicles issued a click it or ticket warning. An additional 12 verbal warnings for various vehicle code infractions were noted, ie, insurance cards, expired inspection, seatbelts, window tint, unsigned registration cards, window obstructions, etc","valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
282,283,3172.0,K,Media 4120,5/28/2011,Cheyney Road at Delaware County Prison,,Cheyney Road,,,,,Delaware County Prison,,,,,,57.0,0,0,0,1,60.0,,1,"each operator was issued a ""Click-it or Ticket"" form before being directed to exit the checkpoint and continue along Cheyney Road.","cheyney road, Pennsylvania"
283,284,3173.0,K,Media 4120,6/2/2011,"Valleybrook Road and Smithbridge Road, Chester Heights Borough, Delaware County",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,366.0,0,0,0,0,428.0,,1,,"valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
284,285,3174.0,K,Media 4120,6/4/2011,"Valley Brook Road & Smith Bridge Road, Chester Heights, Delaware County",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,450.0,2,9,18,0,479.0,,0,,"valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
287,288,3177.0,K,Media 4120,7/30/2011,"Valleybrook Road and Smithbridge Road, Chester Heights Borough, Delaware County",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,330.0,0,1,2,0,7.0,,4,,"valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
288,289,3178.0,K,Media 4120,8/20/2011,"Valley Brook Road & Smith Bridge Road, Chester Heights, Delaware County",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,473.0,4,2,0,0,473.0,,0,"Tpr's made contact with 464 motorists and issued 458 click it or ticket warning notices. 4 warning notices were issued for inspection violations and 2 notices were issued for drivers not carrying their license, 9 warning notices were issued for drivers not wearing a seatbelt.","valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
290,291,3180.0,K,Media 4120,10/21/2011,"Valleybrook Road by Smithbridge Road, Chester Heights Boro, Delco",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,86.0,1,3,1,1,12.0,,1,,"valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
291,292,,K,Media 4120,11/19/2011,SR 352 in front of Granite Run Mall,,SR 352,,,,,Granite Run Mall,,,,,,124.0,0,6,4,0,14.0,,3,,"sr 352, Pennsylvania"
292,293,3182.0,K,Media 4120,11/25/2011,"Valleybrook Road and Smithbridge Road, Chester Heights Borough, Delaware County",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,73.0,1,1,2,0,7.0,,0,"Of the Seventy-three vehicles stopped 7 verbal warnings for various vehicle code infractions were noted, i.e., 2 not carrying current insurance card, 1 not carrying current registration card, 1 not wearing a seatbelt, 1 unsigned registration card, 1 license plate cover, 1 not displaying validation decal.","valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
294,295,3184.0,K,Media 4120,4/12/2012,"Valleybrook Road, North of Smithbridge Road, Chester heights Boro, Delaware County",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,130.0,0,2,3,0,14.0,,6,,"valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
295,296,3185.0,K,Media 4120,5/25/2012,"Cheyney Road at Patricia Lane, Concord Township, Delaware County",,Cheyney Road,Patricia Lane,,,,,,,Concord ,,Delaware ,200.0,0,1,0,0,192.0,,4,,"cheyney road and patricia lane, delaware county, Pennsylvania"
296,297,,K,Media 4120,6/24/2012,"Valleybrook Road and Smithbridge Road, Chester Heights Borough, Delaware County",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,148.0,0,2,2,0,11.0,,2,,"valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
297,298,3187.0,K,Media 4120,7/30/2012,"Valleybrook Road, North of Smithbridge Road, Chester heights Boro, Delaware County",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,139.0,0,0,7,1,19.0,,2,,"valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
298,299,3188.0,K,Media 4120,8/24/2012,"Smithbridge Road, at Bethel Road, Concord Township, Delaware County",,Smithbridge Road,Bethel Road,,,,,,,Concord ,,Delaware ,72.0,0,1,0,0,14.0,,6,The location was selected because it is heavily traveled and lies within a school zone. ,"smithbridge road and bethel road, delaware county, Pennsylvania"
299,300,3189.0,K,Media 4120,9/1/2012,"N. Middletown Road at Yearsley Mill Road, Middletown Twp, Delco",,North Middletown Road,Yearsley Mill Road,,,,,,,Middletown ,,Delaware ,51.0,0,0,1,0,52.0,,0,"All fifty-one vehicles received a ""Click it or Ticket"" Warning. ","north middletown road and yearsley mill road, delaware county, Pennsylvania"
300,301,,K,Media 4120,9/1/2012,"Valleybrook Road and Smithbridge Road, Chester Heights Borough, Delaware County",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,182.0,9,10,4,0,37.0,,2,,"valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
301,302,,K,Media 4120,9/17/2012,"Smithbridge Road, at Bethel Road, Concord Township, Delaware County",,Smithbridge Road,Bethel Road,,,,,,,Concord ,,Delaware ,191.0,3,7,9,0,41.0,,0,,"smithbridge road and bethel road, delaware county, Pennsylvania"
302,303,,K,Media 4120,9/21/2012,Valleybrook Road @ Smithbridge,,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,137.0,0,2,0,0,0.0,,2,,"valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
303,304,,K,Media 4120,10/13/2012,"Patricia Lane and Cheyney Road, Concord Twp., Delaware Co. 21",,Patricia Lane,Cheyney Road,,,,,,,Concord ,,Delaware ,115.0,0,3,6,0,23.0,,4,,"patricia lane and cheyney road, delaware county, Pennsylvania"
304,305,,K,Media 4120,11/17/2012,"Valleybrook Road, North of Smithbridge Road, Chester heights Boro, Delaware County",,Valleybrook Road,Smithbridge Road,,,,,,Chester Heights ,,,Delaware ,162.0,0,6,11,2,37.0,,9,,"valleybrook road and smithbridge road, chester heights borough, delaware county, Pennsylvania"
305,306,3197.0,k,Media 4120,11/21/2012,"SR1 SV, 1/2 mile north of SR 352 (Bypass Road)",,SR 1,SR 352,north,0.5,,,,,,,,54.0,0,0,0,0,13.0,,9,held in conjunction with click it or ticket,"sr 1 and sr 352, Pennsylvania"
308,309,,K,Skippack,3/30/2011,"SR29 and Trappe Road, Perkiomen Twp",,SR 29,Trappe Road,,,,,,,Perkiomen ,,,50.0,0,1,3,0,16.0,,1,,"sr 29 and trappe road, perkiomen township, Pennsylvania"
309,310,3202.0,K,Skippack,4/18/2011,"Old Skippack Road just north of Shelly Road, Upper Salford Twp",,Old Skippack Road,Shelly Road,,,,,,,Upper Salford ,,,63.0,0,3,6,0,15.0,,0,"2 - warnings for not providing current registration cards, 6 warning for not providing current insurance cards, 4 - warning for an unsigned registration card, 3 - warnings for not carrying drivers license","old skippack road and shelly road, upper salford township, Pennsylvania"
310,311,,K,Skippack,5/25/2011,"Rt 29 at Trappe Road, Perkiomen Twp",,SR 29,Trappe Road,,,,,,,Perkiomen ,,,43.0,0,2,3,0,17.0,,1,"3 warnings for not providing current registration cards, 1 warning for not providing current insurance cards, 4 warning for unsigned registration card, 2 warnings for not carrying drivers license, 5 warnings not wearing seatbelts, 1 warning for an expired inspection, 1 warning for failure to update address with PEnnDOT. ","sr 29 and trappe road, perkiomen township, Pennsylvania"
312,313,3205.0,K,Skippack,7/18/2011,"Marshall Street and Arch Street, Norristown Borough, Montgomery County",,Marshall Street,Arch Street,,,,,,Norristown ,,,Montgomery ,150.0,UNK,UNK,UNK,UNK,30.0,,60,On 7/18/11 PSP  Skippack assisted Norristown Borough PD with a regulatory checkpoint at the above location. This checkpoint was held in a location identified by Norristown Borough PD as a problem area for speeding motorists. All citations were issued and/or filed by Norristown Borough PD. All vehicles were systematically stopped by PSP Skippack members and directed to a safe area where Norristown Borough PD interviewerd the operators Reference K03-1792595 Assist Other Police Incident number assigned to Trooper Richard SANZICK.,"marshall street and arch street, norristown borough, montgomery county, Pennsylvania"
313,314,3206.0,K,Skippack,8/31/2011,"782 Old Skippack Pike, Upper Salford Twp",782,Old Skippack Pike,,,,,,,,Upper Salford ,,,38.0,0,1,3,0,6.0,,1,,"782 old skippack pike, upper salford township, Pennsylvania"
315,316,3208.0,K,Skippack,10/18/2011,"SR 29 @ Trappe Road, Perkiomen Township",,SR 29,Trappe Road,,,,,,,Perkiomen ,,,45.0,0,2,6,0,5.0,,2,"11 warnings for not wearing seatbelts, 6 warnings for not having current insurance cards, 2 CMVs were inspected by Trp Watts","sr 29 and trappe road, perkiomen township, Pennsylvania"
316,317,,K,Skippack,11/25/2011,"Tagart Road, Upper Hanover Twp, Montgomery County",,Tagart Road,,,,,,,,Upper Hanover ,,Montgomery ,25.0,0,0,0,0,0.0,,0,"location 2 miles sw of high risk crash area, motorists advised of speeds, township mamager was advised of detail","tagart road, montgomery county, Pennsylvania"
318,319,3211.0,K,Skippack,1/28/2012,"SR 29 @ Trappe Road, Perkiomen Township",,SR 29,Trappe Road,,,,,,,Perkiomen ,,,24.0,1,5,0,8,6.0,,1,"1 arrest for DUI, Drug and Paraphanalia possession, 1 arrest for Drug possession","sr 29 and trappe road, perkiomen township, Pennsylvania"
319,320,3212.0,K,Skippack,2/25/2012,"Main Street (SR29) at 7th St, Red Hill Boro",,Main Street,7th street,,,,,,Red Hill ,,,,53.0,0,1,10,0,15.0,,1,,"main street and 7th street, red hill borough, Pennsylvania"
321,322,3214.0,K,Skippack,4/27/2012,"126 Ridge Road, Salford Twp, Montgomery County",126,Ridge Road,,,,,,,,Salford ,,Montgomery ,88.0,2,1,1,0,4.0,,4,,"126 ridge road, montgomery county, Pennsylvania"
322,323,,K,Skippack,5/23/2012,"SR 663 and Oak Road, Upper Hanover Twp, Montgomery County",,SR 663,Oak Road,,,,,,,Upper Hanover ,,Montgomery ,166.0,4,3,2,0,9.0,,0,,"sr 663 and oak road, montgomery county, Pennsylvania"
324,325,3217.0,K,Skippack,8/20/2012,"montgomery ave and 8th Street, Pennsburg Borough, Montgomery County",,Montgomery Ave,8th Street,,,,,,Pennsburg ,,,Montgomery ,85.0,0,0,0,0,0.0,,0,Location selected based on request of Pennsburg Borough police due to their enforcmeent observations and resident complaints,"montgomery ave and 8th street, pennsburg borough, montgomery county, Pennsylvania"
325,326,3218.0,K,Skippack,9/27/2012,"Old Forty Food Road, North of Route 73, Skippack Twp",,Old Forty Foot Road,SR 73,,,,,,,Skippack ,,,41.0,0,3,3,0,15.0,,2,"2 - seatbelt warning, 3 - warnings for expired registration card, 6 - warnings for not carrying valid insurance cards, 3 - warnings for not carrying drivers license, 1 - warnings for an expired inspection/emissions","old forty foot road and sr 73, skippack township, Pennsylvania"
330,331,3226.0,D,Butler 1410,3/26/2010,"Herman Road near Opair Lane, Summit Twp, Butler Co.",,Herman Road,Opair Lane,,,,,,,Summit ,,Butler ,78.0,0,2,0,0,5.0,,4,Reason for changing location: public complaints,"herman road and opair lane, butler county, Pennsylvania"
331,332,,D,Butler 1410,3/29/2010,"Herman Road just west of Opair Lane, Summit Township, Butler County",,Herman Road,Opair Lane,,,,,,,Summit ,,Butler ,67.0,0,0,0,0,16.0,,0,,"herman road and opair lane, butler county, Pennsylvania"
332,333,3228.0,D,Butler 1410,4/25/2010,"Harmony Road 500 feet south of Kiester Road, Slippery Rock Borough",,Harmony Road,Kiester Road,south,0.1,,,,Slippery Rock ,,,,53.0,0,0,0,0,13.0,,0,arrested one operator for possession of 120 grams of Marijuana,"harmony road and kiester road, slippery rock borough, Pennsylvania"
333,334,3229.0,D,Butler 1410,5/29/2010,"SR 488 just east of Kern Road, Muddy Creek Township",,SR 488,Kern Road,,,,,,,Muddy Creek ,,,84.0,0,1,0,0,24.0,,4,,"sr 488 and kern road, muddy creek township, Pennsylvania"
335,336,3231.0,D,Butler 1410,6/23/2010,"SR 488 just east of Kern Road, Muddy Creek Township",,SR 488,Kern Road,,,,,,,Muddy Creek ,,,48.0,0,0,1,0,8.0,,2,,"sr 488 and kern road, muddy creek township, Pennsylvania"
337,338,,D,Butler 1410,7/16/2010,"SR 19 1/2 mile south of SR 422, Muddy Creek Twp, Butler County",,SR 19,SR 422,south,0.5,,,,,Muddy Creek ,Butler County,,126.0,0,2,0,0,23.0,,6,,"sr 19 and sr 422, butler county, muddy creek township, Pennsylvania"
338,339,,D,Butler 1410,8/3/2010,sunset center twp,,,,,,,,,,sunset center twp,,,54.0,0,0,0,0,0.0,,0,,"sunset center twp township, Pennsylvania"
339,340,,D,Butler 1410,8/4/2010,sunset center twp,,,,,,,,,,sunset center twp,,,68.0,0,0,0,0,0.0,,0,,"sunset center twp township, Pennsylvania"
340,341,3273.0,D,Butler 1410,9/24/2010,intersection of Branchton Road and Harmony Road,,Branchton Road,Harmony Road,,,,,,,,,,101.0,0,5,3,0,10.0,,3,,"branchton road and harmony road, Pennsylvania"
343,344,3236.0,D,Butler 1410,10/13/2010,"Harmony road just south of Kiester Road, Slippery Rock Twp",,Harmony Road,Kiester Road,,,,,,,Slippery Rock ,,,84.0,0,0,0,0,18.0,,1,,"harmony road and kiester road, slippery rock township, Pennsylvania"
344,345,,D,Butler 1410,11/10/2010,"Herman Road near Opair Lane, Summit Twp, Butler Co.",,Herman Road,Opair Lane,,,,,,,Summit ,,Butler ,82.0,0,2,0,4,5.0,,4,,"herman road and opair lane, butler county, Pennsylvania"
348,349,,D,Butler 1410,6/10/2011,"Sunset Drive, Center Township, Butler County",,Sunset Drive,,,,,,,,Center ,,Butler ,32.0,0,1,0,0,7.0,,1,,"sunset drive, butler county, Pennsylvania"
349,350,,D,Butler 1410,6/29/2011,"Herman Road near Opair Lane, Summit Twp, Butler Co.",,Herman Road,Opair Lane,,,,,,,Summit ,,Butler ,63.0,0,1,0,0,7.0,,2,,"herman road and opair lane, butler county, Pennsylvania"
351,352,,D,Butler 1410,8/29/2011,"Herman Road near Opair Lane, Summit Twp, Butler Co.",,Herman Road,Opair Lane,,,,,,,Summit ,,Butler ,76.0,0,1,0,1,5.0,,1,,"herman road and opair lane, butler county, Pennsylvania"
353,354,,D,Butler 1410,3/14/2012,"SR 2002 (Herman Rd) approx 1/4 mile east of Butler City, Summit Twp",,Herman Road,,east,0.25,,Butler City Line,,,Summit ,,,32.0,0,3,0,0,4.0,,3,,"herman road, summit township, Pennsylvania"
354,355,,D,Butler 1410,4/25/2012,"SR 2002 (Herman Rd) approx 1/4 mile east of Butler City, Summit Twp",,Herman Road,,east,0.25,,Butler City Line,,,Summit ,,,12.0,0,0,0,0,1.0,,0,,"herman road, summit township, Pennsylvania"
355,356,,D,Butler 1410,5/26/2012,"Benbrook Road, Center Twp, Butler County",,Benbrook Road,,,,,,,,Center ,,Butler ,41.0,0,0,0,6,40.0,,0,,"benbrook road, butler county, Pennsylvania"
357,358,3248.0,D,Butler 1410,7/25/2012,"SR 2002 (Herman Rd) approx 1/4 mile east of Butler City, Summit Twp",,Herman Road,,east,0.25,,Butler City Line,,,Summit ,,,42.0,0,0,0,1,3.0,,1,CLASSIC DATA MISMATCH - CITATION FOR NO ID BUT 0 IN DRIVERS LICENSE CATEGORY - HOW TO HANDLE?,"herman road, summit township, Pennsylvania"
358,359,,D,Butler 1410,8/30/2012,"SR 2002 (Herman Rd) approx 1/4 mile east of Butler City, Summit Twp",,Herman Road,,east,0.25,,Butler City Line,,,Summit ,,,17.0,0,0,0,0,3.0,,0,,"herman road, summit township, Pennsylvania"
360,361,3251.0,D,Butler 1410,10/17/2012,"SR 2002 (Herman Rd) approx 1/4 mile east of Butler City, Summit Twp",,Herman Road,,east,0.25,,Butler City Line,,,Summit ,,,48.0,0,1,0,1,2.0,,1,One subjecte was determinedto be intoxicated and arrested. BAC was  13%,"herman road, summit township, Pennsylvania"
363,364,3256.0,D,Kittanning 1420,3/13/2010,"SR28 NB Exit 13 Creighton Exit, East Deer Twp. Allegheny Co",,SR 28,,,,,Creighton Exit,,,East Deer ,Allegheny County,,99.0,0,5,3,5,6.0,,5,"One CSDDCA arrest was made, and $1,000 USC seized. Area chosen due to high volume of traffic offenses","sr 28, allegheny county, east deer township, Pennsylvania"
364,365,3257.0,D,Kittanning 1420,4/1/2010,"Tawney Run Road, Frazer Twp, Allegheny County",,Tawney Run Road,,,,,,,,Frazer ,Allegheny County,,80.0,2,1,1,0,4.0,,0,Area selected due to high volume of crashes and traffic violations,"tawney run road, allegheny county, frazer township, Pennsylvania"
365,366,3258.0,D,Kittanning 1420,4/29/2010,"SR 128 at Northpointe Road, South Buffalo Twp",,SR 128,Northpointe Road,,,,,,,South Buffalo ,,,56.0,2,4,6,0,9.0,,3,selected for number of citations for driving without a license and other violations according to our records. A drug arrest was also made for possession of a controlled substance and possession of drug paraphanalia.,"sr 128 and northpointe road, south buffalo township, Pennsylvania"
366,367,,D,Kittanning 1420,5/6/2010,Weibel Road at Parkview Road in East Franklin Twp Armstrong Co.,,Weibel Road,Parkview Road,,,,,,,East Franklin ,Armstrong County,,143.0,1,4,3,0,17.0,,2,,"weibel road and parkview road, armstrong county, east franklin township, Pennsylvania"
367,368,3260.0,D,Kittanning 1420,5/20/2010,Along Garetts Run Road 1.4 mi east of Sr66,,Garetts Run Road,SR 66,east,1.4,,,,,,,,133.0,1,4,3,0,8.0,,6,,"garetts run road and sr 66, Pennsylvania"
368,369,,D,Kittanning 1420,6/24/2010,"old sr 66 Manor Twp, Armstrong Co ",,SR 66,,,,,,,,Manor ,Armstrong County,,40.0,4,2,2,10,6.0,,7,,"sr 66, armstrong county, manor township, Pennsylvania"
369,370,,D,Kittanning 1420,6/10/2010,"Butler Road, West Franklin Twp, Armstrong Co (at the American Legion)",,Butler Road,,,,,,,,West Franklin ,Armstrong County,,84.0,0,2,1,0,14.0,,2,,"butler road, armstrong county, west franklin township, Pennsylvania"
371,372,,D,Kittanning 1420,6/23/2010,"old sr 66 Manor Twp, Armstrong Co",,Old SR 66,,,,,,,,Manor ,Armstrong County,,55.0,3,4,3,6,11.0,,7,,"old sr 66, armstrong county, manor township, Pennsylvania"
372,373,,D,Kittanning 1420,7/11/2010,Weibel Road at Parkview Road in East Franklin Twp Armstrong Co.,,Weibel Road,Parkview Road,,,,,,,East Franklin ,Armstrong County,,27.0,0,0,0,0,0.0,,0,,"weibel road and parkview road, armstrong county, east franklin township, Pennsylvania"
373,374,,D,Kittanning 1420,7/26/2010,Weibel Road at Parkview Road in East Franklin Twp Armstrong Co.,,Weibel Road,Parkview Road,,,,,,,East Franklin ,Armstrong County,,63.0,1,4,0,0,5.0,,0,,"weibel road and parkview road, armstrong county, east franklin township, Pennsylvania"
374,375,,D,Kittanning 1420,8/18/2010,"SR 68 Bradys Bend Twp, Armstrong County",,SR 68,,,,,,,,Brady's Bend ,Armstrong County,,45.0,4,1,1,1,4.0,,5,,"sr 68, armstrong county, brady's bend township, Pennsylvania"
375,376,,D,Kittanning 1420,8/28/2010,"River Road (sR 1033) at Buttermilk Falls, Rayburn Twp, Armstrong County",,River Road,,,,,Buttermilk Falls,,,Rayburn ,Armstrong County,,32.0,2,2,1,0,4.0,,2,,"river road, armstrong county, rayburn township, Pennsylvania"
376,377,,D,Kittanning 1420,9/3/2010,"Main Street at State St in Dayton Boro, Armstrong County",,Main Street,State Street,,,,,,Dayton ,,Armstrong County,,78.0,1,2,3,0,10.0,,2,,"main street and state street, armstrong county, Pennsylvania"
377,378,3272.0,D,Kittanning 1420,9/6/2010,"Along SR128 at the Cadogan Flats in North Buffalo Twp, Armstrong County",,SR 128,,,,,Cadogan Flats,,,North Buffalo ,Armstrong County,,64.0,0,6,3,0,14.0,,0,,"sr 128, armstrong county, north buffalo township, Pennsylvania"
378,379,3275.0,D,Kittanning 1420,10/23/2010,"Main Street, Snyderville, Wayne Twp, Armstrong County",,Main Street,,,,,Snyderville,,,Wayne ,Armstrong County,,18.0,0,1,1,0,0.0,,0,,"main street, armstrong county, wayne township, Pennsylvania"
379,380,3275.0,D,Kittanning 1420,10/23/2010,"SR 1018 at SR 1025, Belnap, Wayne Twp, Armstrong County",,SR 1018,SR 1025,,,,Belnap,,,Wayne ,Armstrong County,,14.0,0,1,0,0,0.0,,0,,"sr 1018 and sr 1025, armstrong county, wayne township, Pennsylvania"
380,381,3275.0,D,Kittanning 1420,10/23/2010,"SR 839 at SR 1021, McWilliams Redbank Twp, Armstrong Count",,SR 839,SR 1021,,,,McWilliams,,,Redbank ,Armstrong County,,22.0,0,2,2,2,2.0,,0,,"sr 839 and sr 1021, armstrong county, redbank township, Pennsylvania"
381,382,3275.0,D,Kittanning 1420,10/23/2010,"SR 1013 at SR 1015, Oak Ridge, Redbank Twp., Armstrong County",,SR 1013,SR 1015,,,,Oak Ridge,,,Redbank ,Armstrong County,,19.0,0,0,0,0,0.0,,0,,"sr 1013 and sr 1015, armstrong county, redbank township, Pennsylvania"
382,383,3276.0,D,Kittanning 1420,11/15/2010,"Old Route 66 North of Garretts Run Rd., Manor Township, Armstrong Co",,Old SR 66,Garretts Run Road,north,,,,,,Manor ,Armstrong County,,84.0,1,3,2,1,13.0,,7,,"old sr 66 and garretts run road, armstrong county, manor township, Pennsylvania"
